caller_name,caller_fullName,caller_file,call_line,callee,call_file,callee_kind,resolved_defs
xEventGroupCreateStatic,xEventGroupCreateStatic,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,114,<operator>.addressOf,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreateStatic,xEventGroupCreateStatic,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,114,<operator>.indirectFieldAccess,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreateStatic,xEventGroupCreateStatic,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,121,<operator>.assignment,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreateStatic,xEventGroupCreateStatic,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,121,<operator>.indirectFieldAccess,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreateStatic,xEventGroupCreateStatic,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,121,/home/zwz/FreeRTOS/FreeRTOS/Source/include/projdefs.h:pdTRUE:ANY(0),/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,macro,
xEventGroupCreateStatic,xEventGroupCreateStatic,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,121,<operator>.cast,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,154,<operator>.assignment,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,154,<operator>.cast,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,154,pvPortMalloc,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,function,/home/zwz/FreeRTOS/FreeRTOS/Source/portable/MemMang/heap_4.c:173-351
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,154,<operator>.sizeOf,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,156,<operator>.notEquals,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,158,<operator>.assignment,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,158,<operator>.indirectFieldAccess,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,159,vListInitialise,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,function,/home/zwz/FreeRTOS/FreeRTOS/Source/list.c:49-86
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,159,<operator>.addressOf,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,159,<operator>.indirectFieldAccess,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,166,<operator>.assignment,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,166,<operator>.indirectFieldAccess,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,166,/home/zwz/FreeRTOS/FreeRTOS/Source/include/projdefs.h:pdFALSE:ANY(0),/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,macro,
xEventGroupCreate,xEventGroupCreate,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,166,<operator>.cast,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
xEventGroupSync,xEventGroupSync,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,191,<operator>.assignment,/home/zwz/FreeRTOS/FreeRTOS/Source/event_groups.c,operator,
