function_name,signature,filename,line_number,full_name,index
xTaskCreate,"void(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,TaskHandle_t*,TCB_t*,MemoryRegion_t*)",mpu_demo.c,-1,prvROAccessTask,375
prvInitialiseNewTask,void(TCB_t*),mpu_demo.c,-1,mpu_demo.c:<global>,376
prvAddNewTaskToReadyList,void(TaskHandle_t),mpu_demo.c,-1,prvRWAccessTask,377
vTaskDelete,"BaseType_t(TickType_t*,TickType_t)",mpu_demo.c,-1,vStartMPUDemo,378
xTaskDelayUntil,void(TickType_t),mpu_demo.c,-1,vHandleMemoryFault,379
vTaskDelay,eTaskState(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,tskTaskControlBlock.<clinit>,380
eTaskGetState,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c:<global>,381
uxTaskPriorityGet,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvCreateStaticTask,382
uxTaskPriorityGetFromISR,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskCreateStatic,383
uxTaskBasePriorityGet,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvCreateRestrictedStaticTask,384
uxTaskBasePriorityGetFromISR,"void(TaskHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskCreateRestrictedStatic,385
vTaskPrioritySet,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvCreateRestrictedTask,386
vTaskSuspend,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskCreateRestricted,387
prvTaskIsTaskSuspended,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvCreateTask,388
vTaskResume,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskCreate,389
xTaskResumeFromISR,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvInitialiseNewTask,390
prvCreateIdleTasks,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvAddNewTaskToReadyList,391
vTaskStartScheduler,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskDelete,392
vTaskEndScheduler,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskDelayUntil,393
vTaskSuspendAll,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskDelay,394
xTaskResumeAll,TickType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,eTaskGetState,395
xTaskGetTickCount,TickType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,uxTaskPriorityGet,396
xTaskGetTickCountFromISR,UBaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,uxTaskPriorityGetFromISR,397
uxTaskGetNumberOfTasks,char*(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,uxTaskBasePriorityGet,398
pcTaskGetName,"TCB_t(List_t*,char[])",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,uxTaskBasePriorityGetFromISR,399
xTaskGetHandle,"BaseType_t(TaskHandle_t,StackType_t**,StaticTask_t**)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskSuspend,401
xTaskGetStaticBuffers,"UBaseType_t(TaskStatus_t*,UBaseType_t,uint32_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvTaskIsTaskSuspended,402
uxTaskGetSystemState,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskResume,403
xTaskGetIdleTaskHandle,TaskHandle_t(BaseType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskResumeFromISR,404
xTaskGetIdleTaskHandleForCore,BaseType_t(TickType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvCreateIdleTasks,405
xTaskCatchUpTicks,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskStartScheduler,406
xTaskAbortDelay,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskEndScheduler,407
xTaskIncrementTick,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskSuspendAll,408
vTaskSwitchContext,"void(List_t*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskResumeAll,409
vTaskPlaceOnEventList,"void(List_t*,TickType_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskGetTickCount,410
vTaskPlaceOnUnorderedEventList,"void(List_t*,TickType_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskGetTickCountFromISR,411
vTaskPlaceOnEventListRestricted,BaseType_t(List_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,uxTaskGetNumberOfTasks,412
xTaskRemoveFromEventList,"void(ListItem_t*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,pcTaskGetName,413
vTaskRemoveFromUnorderedEventList,void(TimeOut_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,prvSearchForNameWithinSingleList,414
vTaskSetTimeOutState,void(TimeOut_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskGetHandle,415
vTaskInternalSetTimeOutState,"BaseType_t(TimeOut_t*,TickType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskGetStaticBuffers,416
xTaskCheckForTimeOut,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,uxTaskGetSystemState,417
vTaskMissedYield,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskGetIdleTaskHandle,418
uxTaskGetTaskNumber,"void(TaskHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskGetIdleTaskHandleForCore,419
vTaskSetTaskNumber,void(void*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskCatchUpTicks,420
prvIdleTask,"void(TaskHandle_t,MemoryRegion_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskAbortDelay,421
vTaskAllocateMPURegions,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskIncrementTick,422
prvInitialiseTaskLists,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskSwitchContext,423
prvCheckTasksWaitingTermination,"void(TaskHandle_t,TaskStatus_t*,BaseType_t,eTaskState)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskPlaceOnEventList,424
vTaskGetInfo,"UBaseType_t(TaskStatus_t*,List_t*,eTaskState)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskPlaceOnUnorderedEventList,425
prvListTasksWithinSingleList,StackType_t(uint8_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskPlaceOnEventListRestricted,426
prvTaskCheckFreeStackSpace,StackType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskRemoveFromEventList,427
uxTaskGetStackHighWaterMark2,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskRemoveFromUnorderedEventList,428
uxTaskGetStackHighWaterMark,void(TCB_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskSetTimeOutState,429
prvResetNextTaskUnblockTime,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,xTaskCheckForTimeOut,431
xTaskGetCurrentTaskHandle,TaskHandle_t(BaseType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,-1,vTaskMissedYield,432
